Date,SCHW_BK,PLD_AMT,TM_KMX,KO_PEP,COST_DG,PRU_LNC,ALL_GL
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-30,6.635770255059015e-06,-2.876398678353098e-06,3.8860626290215805e-06,4.3697415463839206e-08,1.0685087858064435e-05,1.1329588822661663e-06,1.1448422249316081e-05
2010-07-01,-0.047207154808509344,0.010002603018664402,-0.09262471059363264,-0.010428110764419074,-0.09749129756787767,0.20243214930586007,0.002508166254138189
2010-07-02,0.008638356526734725,-0.022791881348762644,0.10152296240591596,-0.00041451108143242266,-0.05295362192055819,0.14010230417295233,-0.02510255775224124
2010-07-06,0.018980193675444568,-0.0630670129110591,0.3758783792757754,0.005403460772752666,-0.026380362876409436,0.04424543532838143,-0.05088579163242457
2010-07-07,-0.12029555408858172,0.02301429983769232,-0.1237150135404832,4.653077836636044e-05,0.03244972180119987,-0.11283478922720391,-0.05021008479982214
2010-07-08,-0.013139898578709008,0.04409730537222245,0.3783963004366342,0.0013094328820884016,0.19758993035294026,-0.08193409587273948,0.006231158756687449
2010-07-09,-0.005275752256041599,0.022046875326489968,0.024227184971501003,0.006986701664981609,-0.02432606790127778,-0.15960384485597956,0.014430087256823043
2010-07-12,0.024245324624599718,0.026213913526284216,0.24243969862795467,-0.0022031622679925533,0.10004281978680041,0.0870442635848434,0.0030818747563010618
2010-07-13,-0.01819944168066101,0.024255172850820017,-0.23096659031038058,0.009205588608008242,0.023800676704318846,-0.019993529634632523,-0.007647467477649883
2010-07-14,0.0028795496229960804,-0.023593044641902594,0.3628675939866781,0.0003900543820449798,-0.1099206011504208,0.3089271523060013,0.019333839383406826
2010-07-15,-0.006918255929454276,-0.02058673438541625,-0.24181450345524524,0.006513729785481814,-0.25738499547340865,0.12473316261731071,0.02479988282894041
2010-07-16,0.19219163779252924,-0.03417547454975001,0.1914854952175986,0.0024708455806567997,-0.05042170753097963,0.08473349353988979,-0.025754681750612463
2010-07-19,0.05252227333036252,0.039765013894211165,-0.1343915311825299,0.004500079444071048,-0.04931564324374449,-0.0720394814788925,-0.019174823826517695
2010-07-20,0.006514459188815991,-0.04700671607150397,-0.3654580306354305,-0.02170304777857268,-0.022816748501739426,-0.0337442013264635,-0.027932515554926596
2010-07-21,-0.028066055091471753,-0.0544123219361321,-0.12712441634074167,0.024745573036472734,-0.034614074966746955,-0.13578642672231922,-0.02598165352869586
2010-07-22,0.01330863560051121,-0.0009499182892422908,-0.0896816903618074,0.0007148923120716688,0.09913802729990095,-0.0983336550583438,-0.021529151810138814
2010-07-23,0.0074777131461178925,0.012080682300595669,-0.27788534417827293,0.004997204544970657,0.03876369009828551,-0.06761376251813545,-0.028486093643959265
2010-07-26,-0.026893739198190048,0.06503764217445074,-0.2700355656077065,-0.004145348732919274,-0.06699369279529321,-0.055050284611219524,-0.022939467203745068
2010-07-27,-0.004757036560871342,0.031095185554939064,-0.011451262937164586,-0.008401428650685716,0.1745835525109456,0.08368629721087828,0.002603178636995551
2010-07-28,0.03451931214142334,-0.005465115877536064,0.03547226604099052,0.0036135122127092245,-0.06195098530938736,0.11802025900680135,-0.04008313930651752
2010-07-29,0.016780716593769895,-0.013237191046183483,0.05915732222563008,0.00653027102340431,0.09924454094509372,-0.35279995767169225,-0.09346999032980463
2010-07-30,-0.019754184327053892,0.016081835145058676,-0.03810994955334479,0.002120098054959385,-0.022394525102384932,-0.003851432533920729,0.0006171525350140428
2010-08-02,-0.04249917695039862,0.04110142612997869,-0.02851892258844657,0.016893599054917274,-0.04622775539962021,0.018255337974729002,-0.011863363836628338
2010-08-03,-0.013465607267466595,-0.006804281083105934,0.22573360433719358,-0.006765687551027355,-0.0006721415398089903,0.11472455768846146,0.024568805931458826
2010-08-04,0.07516945141787801,-0.0017035758247381239,0.1367989808329355,-0.0032120493566516473,-0.035109974941626376,0.02011776658551767,0.02781285093555752
2010-08-05,0.005340329291476209,-0.007093569847501868,-0.07573389110694961,0.005258042814574537,-0.0013457662535998338,0.2609458309581818,0.08448973253061354
2010-08-06,-0.006915845106801655,-0.00400270649292267,0.13561015391192655,0.00202588826194372,0.03133794554373992,0.28381491942412396,-0.03008123571371968
2010-08-09,0.02216169355410358,0.022466218551587147,-0.3877409924547379,-0.0013262480625968465,0.020495472760387656,-0.017410225440567473,0.023669360631036085
2010-08-10,-0.0005527492915664567,-0.020448852232167525,0.02011855166468024,-0.003733070999064836,0.03856509565831345,0.11910933638025512,0.010655236448688044
2010-08-11,-0.01763367261923321,-0.018129328897680708,0.0015542165122823803,-0.00045418950800169,0.06468961797718009,0.2279688619428839,-0.020481558462105198
2010-08-12,0.009763529649401193,-0.04369584076157018,0.050856017325543235,-0.002036966264437723,-0.10587456307227683,-0.052252739923691394,0.03753861143416515
2010-08-13,-0.038607297009617625,0.011411258953673453,0.0032846102695813784,-0.004876444392060364,-0.0041206753120448525,0.032499428159827204,0.01993165864757529
2010-08-16,-0.04482285023785337,-0.004731484954474396,0.0711635915572515,0.0041124425122447406,-0.04905961764825406,0.05264582693797948,0.0036747605550466744
2010-08-17,-0.03495852607390404,-0.01168902493087387,-0.06492638535115702,0.002528110589292254,-0.012271287361635075,0.07667395222324558,-0.017610624157757826
2010-08-18,-0.004552748234292636,-0.011386491480990912,-0.20581679861299307,-0.004125329651742504,-0.019313147007437692,0.01873670152907181,-0.007946359147911863
2010-08-19,-0.010213953677144616,-0.030574581718763483,0.1972993662756295,0.0027442782634210516,0.003720776143893545,-0.08704160254582405,0.06840272146594017
2010-08-20,0.014470748875094586,0.002729686735095882,-0.1916198593069538,-0.0015511481679304495,-0.06849227549929537,0.003001811933970089,0.0026674263968757828
2010-08-23,0.013642000684310318,-0.00639830584838208,0.17748582928744128,0.004749084730594433,0.2026093494845611,-0.059523153565749,0.012343511826468756
2010-08-24,-0.04168896329060168,0.00905178839300369,0.0662717657811811,0.0018789050444460997,0.1147869030808053,-0.10129541186272206,0.04635510083615557
2010-08-25,-0.03908955735873043,0.00866531171374163,-0.11756000168468717,-0.0014374877859886226,0.0704671834705124,-0.3170648157964422,0.016700490808876367
2010-08-26,-0.07104296714865299,-0.021349342776487035,0.06953795916341221,0.002489792186871398,-0.07152176723874959,-0.1361569284749251,-0.0388438797977102
2010-08-27,-0.047353909848094844,0.009315238781139712,-0.05415742894409448,0.017717096878580918,0.0575734967615702,-0.4626981217612176,-0.02732325185233364
2010-08-30,-0.035693937021843425,0.010300225196552049,0.08117665646167183,-0.001720507503723212,0.13325292945545186,-0.05499529828749772,0.01270504660625349
2010-08-31,-0.026845074127232138,-0.001224533282460527,0.10382822287125748,-0.0031680384742536205,0.07333013151313139,-0.08233934169258461,0.0007453322122579209
2010-09-01,0.0493015699342525,0.02324544868448264,-0.18981710867644352,0.0063091070335516974,-0.006799576816867159,-0.11116509811156661,-0.001691416904034071
2010-09-02,0.03519327598717048,0.017057927270604623,-0.31858392803664515,0.00033523527355683314,-0.054473676853049824,-0.011173588899900722,-0.010545620264242217
2010-09-03,-0.04824549862021854,0.01929118722428491,0.01584412240254096,-0.0057565861984443245,0.11863831405580783,-0.09713842661595606,0.03378463414919608
